text,sent
"

Заказ 32069986. Жалею, не почитал отзывы до того, как мой принтер попал в эту компанию!Сперва в назначенный день мастер не приехал и никто не перезвонил. Пришлось звонить ещё раз и вновь договариваться. В результате мастер забрал принтер, сказал, что ремонт обойдётся тысячи в четыре и пообещал вернуть принтер к пятнице (6 октября). В четверг он позвонил и сообщил, что заявленная мной неисправность (сбой при двусторонней печати) у них не подтвердилась, а вот надо заменить картридж за более чем 12 тысяч рублей (или 13 ?). Я попросил картридж не менять, а сделать профилактику принтера с заменой (если нужно) роликов и т.п. И тут выяснилось, что профилактика подороже ремонта будет: 5700 руб.! И не в пятницу доставят, а в воскресенье. Пришлось согласиться, принтер очень нужен. Но в воскресенье никто не появился и не позвонил. В понедельник на мой звонок ответили обещанием привезти принтер во вторник. Во вторник была обещана среда (после моего, разумеется, звонка). Сегодня, в среду, пообещали доставить в течение двух дней. Жду...Не связывайтесь с этой фирмой!					 
				
",0
"

Вызвала инженера через этот сайт для ремонта айпада, который не включался. Было подозрение на шлейф зарядки. По контактному телефону все рассказали, назвали цену ремонта, предупредили, что в случае, если причина не в шлейфе, то айпад заберут на диагностику. Если стоимость меня не устроит, то айпад вернут и плата только за доставку. Приехал инженер, сказал что у него заявка на ремонт айпада с разбитым экраном. И шлейфа у него нет с собой. И причина не в шлейфе. Поэтому надо увозить на диагностику. Показал паспорт, оставил расписку со своими данными на бланке фирмы, забрал айпад и исчез. Телефон не берет 5-ый день, телефон фирмы отключен.					 
				
",0
"

Сервис №1, ремонт компьютеров, компьютера хелп...  За все этими конторами-одно лицо: ИП Чернов Василий Михайлович.  Все они не должны существовать на рынке оказания   компьютерных услуг населению.Это чистый развод на деньги.  Кто пострадал от этого предпринимателя,просьба написать на эл.почту:  nadgri@yandex.ru					 
				
",0
"

Мошенники!!! Если все таки рискнете с ними работать то первым делом заключите договор и запросите все гарантийные письма! Поставляют БУ ОБОРУДОВАНИЕ. Одним словом аферисты и мошенники. Никогда с ними не связывайтесь!!!!!!					 
				
",0
"

Описываю ситуацию, по результатам которой могу расценивать деятельность компании Топлавина как мошенническую. Через один из сайтов этой компании, а именно top-lp.ru, заказал лендинг и внес согласованную с сотрудником Олегом Локтевым (o@top-lp.ru) предоплату в размере 6700 руб. на карту Сбербанка (Юрий Александрович Б.), которую он указал.Через пару дней от сотрудника Виталия (vit.s@toplavina.ru) получил ссылку на альфа версию лендинга.При оценке альфа версии стало понятно, что ограничения, связанные с применяемым конструктором и мастерством разработчиков, не позволят нам получить результат требуемого качества. Об этом мы информировали Олега Локтева и попросили отменить заказ на текущем этапе и вернуть предоплату.С этого момента взаимодействие со стороны компании с нами, как с заказчиками, было прекращено.Таким образом предоплата присвоена этой компанией мошенническим способом.Если хотите повторить наш опыт - желаю удачи.					 
				
",0
"

Ребята, это жулики. Сейчас ""работают"" с сайта http://msk.service-rem-pk.ru/. Но наверняка скоро перепрыгнут на другой. Будьте готовы к тому, что если вы откажетесь платить за их мошеннические действия, вам будет звонить некий магомед (тел. +79899127397), замогильным голосом угрожать отобрать автомобиль и вообще вас ждёт много весёлого, если согласитесь с ними сотрудничать.					 
				
",0
"

Кидалово! Сделал аудит, вроде бы неплохо. Договорились на оптимизацию сайта. Заплатил 50%. В итоге пропал. Будьте осторожны!+7 (919) 344-06-73Skype: Litus47Email: letter@lesin-seo.rulesin-seo.ru					 
				
",0
"

Кидалово! Сделал аудит, вроде бы неплохо. Договорились на оптимизацию сайта. Заплатил 50%. В итоге пропал. Будьте осторожны!+7 (919) 344-06-73Skype: Litus47Email: letter@lesin-seo.rulesin-seo.ru					 
				
",0
"

Здравствуйте! Заказывала проект в компании Marketing sales consulting, на втором этапе работ у нас возникло недопонимание по выбору поставщиков. Благодаря публикации отзыва на портале pravogolosa.net руководство компании услышало меня и мы возобновили переговоры. В данный момент проблема и разногласия разрешены с помощью руководства компании, проект в работе, надеюсь на скорый и успешный запуск.Спасибо огромное порталу  pravogolosa.net, что можно бесплатно и главное оперативно решать проблемы с компаниями. Более того, я думаю, это единственный способ решения проблем в нашей стране.					 
				
",0
"

Разбил смартфон Samsung galaxy s8+ (дисплей и заднюю крышку)Обзвонил несколько сервисных центров, за ремонт под ключ (оригинальные запчасти и работы) - просили 25К-30КЭти ребята пообещали под ключ 20К и работы в течении дня (для меня этот критерий был очень важен и определяющий). Своим курьером заберут и привезут в течении дня.Несколько раз всё обговорили и согласовали.Договорились на забор в 09:00. В итоге курьер приехал в 10:15, забрал аппарат – ждите.С 14:00 начал ежечасный прозвон операторов – каждый раз ответ один и тот же: «телефон у мастера, ждите обратной связи». И все доводы, что время идёт, а мне обещали аппарат отремонтировать оперативно – не имели ни какого влияния.В итоге мастер перезвонил в 19:00! С казал, что провёл диагностику и ремонт телефона будет стоить не 20К, а 33К.Т.е. до 19:00 моим телефоном никто не занимался!Дождались конца дня, когда мне уже деваться было некуда, и влупили цену на 50% выше оговорённой. Все доводы, что было согласовано 20К на них не действовали.В итоге от ремонта отказался и тут выяснилось, что курьеров-то уже у них нет. Хотите телефон сегодня – забирайте его сами.Так работать нельзя!					 
				
",0
"

Крайне недоволен работой. В компании ТОПлавина работают дилетанты.Заказал у них сайт по готовому прототипу. Всё, что сделали - набросали в конструкторе элементы по моему же прототипу. Дизайн отсутствует полностью - не позаботились даже о нормальных шрифтах, и элементарном оформлении. Конструктор выбрали такой, что в коде куча мусора и ссылок на другие ресурсы. Сделать нормально не могут - явно отсутствует дизайнер в команде. Деньги возвращать отказываются.Обращаю Внимание, что у них много сайтов-клонов. Договор заключают от лица ООО ""ТК РУСЬ"".Если интересны подробности, пишите (robotparts@mail.ru) - скину переписку и все материалы. Выводы сделаете сами.					 
				Подробнее о ТОПлавина...
",0
"

За время двухлетнего сотрудничества с «Саджентой» я сто раз пожалел,что связался с этой компанией.Обещали новаторский подход и отличные результаты, а в итоге,грубо говоря,наследили грязными ногами, нагадили и ушли, не попрощавшись.Пока эти «оптимизаторы» не начали «ОПТИМИЗИРОВАТЬ» сайт,он был намного лучше! В процессе сотрудничества много раз просил внести изменения,исправить ошибки,в ответ слышал заверения,что все будет сделано,но даже сейчас мы не можем избавиться от  внесенного оптидерьма.Менеджер  «Садженты» убеждал,что надо обязательно написать статьи - копирайтеры написали такое,что я не знал,смеяться или плакать. Уровень написания этих статей-не уровень профессионала,там даже грубые грамматические ошибки есть,не говоря уже о смысле.Некоторые статьи  ПРОДВИГАЛИ ПРОДУКЦИЮ КОНКУРЕНТОВ!!! Исправили, но не все. «Вставляльщики» вставили материал так,что возникло желание обматерить их (как и копирайтеров). Исправно платил за «услуги» и просил поправить то-то и то-то. «Обязательно,но чуть позже,сейчас много работы»-звучало в ответ. Сейчас,когда наши отношения прекратились,я опять попросил исправить,НАКОНЕЦ-ТО,оши бки,убрать  все «ОПТИМИЗМЫ». Ничего особенного- ПРОСТО УБРАТЬ ИХ ЖЕ ДЕРЬМО! РАБОТЫ НА  15-20 МИНУТ!Сами бы сделали,но нет доступа к редактированию внесенного «оптимизаторами» ,а та информация,что была ими выслана,не дает возможности войти в нужный раздел редактора. Опять звоню и опять слышу до боли знакомое «Обязательно,но чуть позже,сейчас много работы» Теперь уже не от менеджера Платохина,а от менеджераТатьяны.Сначал а она обещала все исправить через неделю,потом через три дня,потом к концу недели… Прошло БОЛЬШЕ МЕСЯЦА!!! ( письмо-от 13 апреля).                                                                                                                     Нам продолжают звонить по поводу продукции,которую мы НЕ ПРОИЗВОДИМ! И это благодаря работе «дружной команды»,будь она неладна!  Уверен,что не только мы пострадали от их «передовых технологий» и «оптимизации».Я бы выгнал в шею таких копирайтеров и менеджеров,еще бы и ускорение придал пинком. Они не представляют,как надо работать,не знают,что за результат надо отвечать и,если сразу сделать хорошо,то и латать дыры потом не придется,никто не будет звонить и просить что-то исправить.Клиентами надо дорожить и расставаться с ними надо по-хорошему.  23 мая отправил письмо РУКОВОДСТВУ компании и в сотый раз попросил убрать ошибки с сайта,приложил скриншоты ошибок общим числом 14(!!!). И что Вы думаете,ошибки были убраны?  КАК БЫ НЕ ТАК! Ошибки на месте,в ответ-тишина. Придется  обращаться в суд. ПОДУМАЙТЕ,СТОИТ ЛИ СВЯЗЫВАТЬСЯ С ЭТОЙ КОМПАНИЕЙ.Александр МизякИЗ ПИСЕМ,ОТПРАВЛЕННЫХ  В ЭТОТ «МОЛОДОЙ И ОЧЕНЬ ДРУЖНЫЙ КОЛЛЕКТИВ»:«…..10.10 16 я дал вариант этой статьи для замены.ЗАМЕНЫ НЕ БЫЛО. ЕЩЕ  22.09.16  я  писал « 3 Фотографии- в разделы  НОВОСТИ и СТАТЬИ ( в соответствующий подраздел).» ЧТО НЕ ПОНЯТНО?  (ФОТО ПРИСЛАНЫ 20.09) ФОТОГРАФИЙ НЕТ И ПОНЫНЕ!  Все больше в вас разочаровываюсь.» ЭТО ПИСЬМО Я ПИСАЛ  7.11.16 г.,ОБРАТИТЕ ВНИМАНИЕ,ЧТО ИМЕЕТСЯ УКАЗАНИЕ НА ТО,ЧТО НЕ  ВНЕСЕНЫ МАТЕРИАЛЫ  ОТ 10 и даже 9 месяца!!! НУ КАК ЭТИХ «РАБОТНИЧКОВ» НАЗВАТЬ,ЕСЛИ НЕ БАЛБЕСАМИ,БАРАНАМИ И ПОДОНКАМИ? ПОДСКАЖИТЕ БОЛЕЕ КОРРЕКТНЫЕ ОПРЕДЕЛЕНИЯ. И ЭТО-СИСТЕМА, А НЕ СЛУЧАЙ.					 
				
",0
"

У меня такое ощущение, что отзывы о компании ""Фабрика Сайтов"" пишут на заказ. Уровень абсолютно любительский, штампуют недоделанные сайты, вообще не слышат клиента, не выходят на связь и.т.д. За два месяца наковыряли мне непонятно чего, это при том, что я сделала им макет сайта в фотошопе и нашла все материалы к нему и тексты. Никому не советую связываться с этой конторой.					 
				
",0
"

Венин Андрей Николаевич, (веб студия angry-elephants.ru) - аферист. Кидает клиентов, не выплачивает зарплату сотрудникам. Мне не выплатил за 1.5 мес. работы. Я проработал в его веб-студейке(к-я из него только и состоит) программистом php на удаленке. Понял, что он мошенник, когда 2 нед. прошло со дня з/п. , а этот падла все дурил, да обещал. Притом  ссылаясь на неуплатчиков клиентов. Чек заплатил только аванс, остальные 1.5 мес. труда. - ни копейки. Клиентов он держит за дебилов, берет предоплату, но работу не выполняет. Банально потому как некому - сотрудников у него нет, программисты к нему не идут. А менеджеры могут только как и он - кормить обещаниями. Но сам он типа программист, пытается что-то кодить по мелочи. Бедняга сам клепает свои виджеты, к-е вроде и продавать умудряется. Его наработки выложил в гите ( https://github.com/venin-aferist/amocrm ) - посмотрите, что он там нашкодил. Чек разрывается между работой, и семейными неурядицами. О своем разводе говорить не стесняется, так же как и про ""тупых"", как он их называет, клиентов. Раз даже проболтался про клиента, к-й подал на него в суд, до сих пор названивает, просит вернуть предоплату. Самое забавное, что в планировщике задач, jirе, этот мудак сам себе ставит задачи, сам же их решает, притом отмечает время.					 
				
",0
"

Приобрела на сайте create-soft.ru программу, которая оказалась не их разработкой да еще и ключ к программе не был выдан.. На сайте antichat.ru мобератор под ником cuicide является владельцем сайта create-soft.ru и удаляет комментарии и жалобы в свой адрес.. Желаю вам скорейшей кончины.. таких особей людьми назвать трудно... 1init.ru и create-soft.ru - сайт кидалы и мошенницы под ником cuicide , модераторши на сайте antichat.ru					 
				
",0
"

Заказывали на сайте http://fasthelppc.ru/ мастера по ремонту ноутбука (нужно было почистить от пыли). Номер компании 8 (499) 394-48-40. При заказе обсудили стоимость согласно прайсу выложенному на сайте. В процессе выполнения работ дополнительных услуг не заказывали, в итоге по факту выполненной работы мастер насчитал сумму в пять раз больше. На попытку выяснить в чем причина у оператора который принимал заказ, добиться ничего не удалось,  оператор в грубой форме ответил что ему плевать на нашу претензию и положил трубку. Заявляют по телефону одну сумму за работу по факту насчитывают сумму в разы выше. Разводят на деньги!!! будьте осторожны!!!					 
				
",0
"

У кого есть время и желание вернуть свои деньги, могу абсолютно бесплатно проконсультировать и дать образцы претензий и исковых заявлений. Я отсудил оплаченную сумму и сумму морального вреда (плюс штраф). Ничего сложного нет, только целеустремленность и терпение. Этих  ""предприимчивых"" людей  наказывать нужно деньгами. Обращаться в правоохранительные органы имеет смысл только коллективно, одиночные жалобы они отправляют в  Роспотребнадзор  (территориальный), а там особо никто разбираться не намерен (из личного опыта, говорят ""Обращайтесь в суд...""). У меня весь процесс занял два с небольшим месяца, моя почта: stop-rabbit@yandex.ru.					 
				
",0
"

Заказав услугу на сайте мастер-компьютерс.рф из за хорошего ценника и близкого расположения данной компании от дома (выезд мастера для восстановления данных), получили мастера из совершенно другой компании, который ничего не знает о существовании мастер-компьютерс и работает разумеется по прайсу своей компании, который в разы выше. Выясняется это интересное обстоятельство уже по факту выполненных работ, когда мастер начинает заполнять ""не те"" цифры в смете на бланке совершенно другой компании. При звонке с данной проблемой по контактному телефону, указанному на сайте мастер-компьютерс.рф, доброжелательная дама сразу начинает хамить, кричать и кидать трубку, никакой информации конечно же не дает, включается схема ""вы же сами сказали, что он не из нашей компании, откуда он к вам пришел, с теми и разбирайтесь"", только разбавленное хамством и оскорблениями. Сайт мастер-компьютерс.рф (жаль, что обратила внимание на это только после возникновения такой интересной ситуации) не содержит никакой информации о компании, кроме номера телефона:- Указаны не существующие адреса (проверяла на карте, на указанных улицах нет домов с такими номерами- Не указано никаких сведений о юридическом лице- Отсутствует любая возможность получить от компании связь, которую можно зафиксировать - нет ни e-mail, ни формы обратной связи					 
				
",0
"

Не удивляйтесь, если сумма за настройку сети окажется в 4,5 раза больше, чем было заявлено по телефону. Для того, чтобы Вы вызвали их мастера, по телефону Вам будут называть суммы, которые в итоге после оказания услуг окажутся сильно выше заявленных. Обращайтесь за такими услугами в другие компании, а лучше к проверенным мастерам или к Вашим провайдерам. Здесь накручивают итоговую сумму, не согласовывая действия с Вами.					 
				
",0
"

Решайте сами нужно ли вам связываться с таким болотом. В декабре 2016 года перестал включаться новенький компьютер asus. По  рекламе компьютерной мастерской (реклама в лифте жилого дома) вызвала мастера. По телефону нам сообщили, что диагностика компьютера производится выезжающим мастером. Приехал мастер ООО РАББИТ. Осмотрел компьютер и поставил диагноз (правда устно, в квитанции никакой записи об этом, как потом выяснилось сделано не было) - ремонт цепи питания компьютера. Озвучивая стоимость работ (4500 рублей), мастер устно попросил у нас подтверждения, что мы согласны отремонтировать наш компьютер за такую цену. Я устно подтвердила, что согласна, чтобы РАББИТ отремонтировал в нашем компьютере цепь питания и что это будет стоить нам всего 4500 руб. Мастер выдал нам квитанцию о приемке компьютера в ремонт на бланке РАББИТ желтого цвета, а также квитанцию об уплате нами 2000 рублей. Т.е.  при получении компьютера из ремонта мне оставалось уплатить ООО РАББИТ еще 2500 рублей за ремонт. Мастер забрал компьютер и уехал. В качестве ориентировочных сроков готовности компьютера были (опять таки устно) названы 5 рабочих дней. Далее началось. Закончился декабрь, наступил 2017 год, прошли праздники, закончился январь. Я периодически позванивала по указанному на квитанции РАББИТ номеру телефона - отвечала всегда вежливая девушка, которая либо переключала меня на мастера, но звонок при этом неизменно сбрасывался, либо брала у меня мой номер телефона, под обещание, что мастер перезвонит. Никто не перезванивал. О чем я сообщала девушке при каждом моем последующем звонке в эту  фирму, на что девушка снова повторяла, что она может меня либо соединить с мастером, либо мастер мне перезвонит.  Все это выглядело весьма уныло. Закончился январь, пошел февраль. Наконец мне это надоело, и во время очередного сеанса общения с call-центром РАББИТ я решительно потребовала передать ответственным лицам РАББИТ, что я требую, чтобы они либо в ближайшее время вернули мне компьютер либо отремонтированный либо в том состоянии в котором мы его сдали в ремонт, в противном случае, я буду направлять на РАББИТ письменную претензию в рамках предусмотренного законом претензионного порядка судебного разрешения споров. Только после этого перезвонил мастер и сообщил, что компьютер находится в отделе приемки качества выполненного ремонта и, что в ближайшее время они мне его привезут, стоимость доставки составит 450 рублей. Я уточнила осталась ли окончательная стоимость ремонта, как и обещано в сумме 4500 рублей, на что мне ответили, что общая стоимость ремонта будет НЕМНОГО больше, но наотрез отказались назвать мне точную сумму. Тогда я не теряя времени решила уточнить в других точках по ремонту ноутов, а сколько же может стоить ремонт цепи питания компьютера и обратилась c вопросом к мастерам на 4-ом этаже ТЦ Горбушка, где мне назвали сумму ремонта 5000-5500 руб. Успокоенная, я стала ждать. Прощло еще немного февраля, и вот наконец позвонил курьер РАББИТ и сообщил, что он везет нам наш компьютер, и уже находится в пути недалеко от нас, на платформе Тестовская. Как аккуратный человек я снова еще раз попыталась уточнить, сколько же денег я должна буду уплатить РАББИТ за ремонт при получении компьютера. 2000 я уже уплатила о чем имеется квитанция, следовательно с меня еще 2500 + 450 руб. На что курьер с возмущением и как мне показалось даже с некоторым презрением в голосе ответил:""Какие еще 3000 рублей ? С вас за ремонт  14000 рублей. ""  Итого плюсуя уплаченные 2000 руб., всего 16450 рублей !!! То есть в 4 раза !!! То есть больше половины стоимости самого компьютера !!! Никакие ссылки на озвученную по результатам диагностки компьютера цену в 4500 руб. не действовали. Как бы снисходя к моим страданиям курьер свысока предложил, что может предоставить мне скидку. Размер скидки звучал как циничное издевательство над уверенно и ловко загнанным в ловушку человеком. Тогда мне стало ясно, что я связалась с ВЫМОГАТЕЛЯМИ, которые рассчитывая на то, что без компьютера я как без рук, и следовательно соглашусь на любую цену лишь бы скорее вернуть машину и снова начать стучать по клавишам. Но они ошиблись. Компьютер этот у меня не единственный, и его отсутствие не является для меня прямо удавкой на шее. Я заявила курьеру, что поскольку о четырехкратном возрастании цены РАББИТ ни разу не предупредил меня вплоть до момента доставки компьютера, я оставляю за собой право считать, что РАББИТ этим самым нарушил а) закон о защите прав потребителей б) условия заключенного между мною и РАББИТ договора, которым является оставленная мне РАББИТ квитанция о приеме у меня компьютера, ибо в квитании черным по белому сказано, что А) диагностика компьютера осуществляется выезжающим мастером, и что Б) сумма за ремонт сообщается владельцу компьютера по телефону. Оба эти условия этого договора РАББИТ нарушил. До момента доставки отремонтированного компьютера РАББИТ скрывал от меня окончательную цену за ремонт, даже при прямом вопросе отвечал, что цена НЕМНОГО увеличится, но отказывался назвать точную сумму. Это то при том, что согласно договору диагноз должен был поставить выезжающий мастер !!! Исходя из этого я ориентировалась на озвученную мастером РАББИТ сумму 4500 рублей и на текущие на рынке цены на поставленный выезжающим мастером РАББИТ диагноз. С учетом того, что в квитанции сказано, что все телефонные разговоры записываются, РАББИТ проблематично будет утверждать на суде обратное. А также мастер только устно озвучил диагноз, но не указал его в квитанции, что тоже является нарушением условия договора. Потому, что если выезжающий мастер произвел диагностику и поставил диагноз он должен был зафиксировать его в квитанции, о чем в квитании черным по белому сказано.  Таким образом, я собираюсь, расторгнуть с РАББИТ договор, и потребовать выплаты мне штрафа за сокрытие от меня а)диагноза б) стоимости услуг с) неправомерное удержание  у себя ценной вещи (компьютера) т.к. после последнего разговора с мастером я своего компьютера так и не увидела, и ООО РАББИТ при этом уже неделями хранит высокомерное молчание, ни звонков ни писем. Более того в последнем разговоре курьер угрожал, что при отказе уплатить 16459 рублей, они в течение 10 дней утилизируют мой компьютер.					 
				
",0
"

http://1nit.ru/ -  Кидала и мошенник.Отзыв о сайте: http://create-soft.ru/ - КИДАЛА И МОШЕННИК!Сайт предоставляет ЯКОБЫ услуги по разработке сайта, а на самом деле - просто берет предоплату и ставит в игнор.Админ сайта http://create-soft.ru/ - крайне неадекватный наркоман (в чем сам признался..).. Так же сайт продает НЕРАБОЧИЙ софт... который якобы написал сам.... Полный отморозок, считает себя умнее всех на планете...https://forum.antichat.ru/threads/224521/https://nulled.in/threads/273018/Email мошенника: shadow-1@bk.ru icq Email мошенника: new-code@mail.ruICQ Мошенника: 737370ICQ Мошенника: 684440688Сайт мошенника: http://create-soft.ru/Еще один сайт мошенника: http://1nit.ru/Остерегайтесь подобных чертей!!					 
				
",0
"

У кого есть время и желание вернуть свои деньги, могу абсолютно бесплатно проконсультировать и дать образцы претензий и исковых заявлений. Я отсудил оплаченную сумму и сумму морального вреда (плюс штраф). Ничего сложного нет, только целеустремленность и терпение. Этих ""нехороших людей"" наказывать нужно деньгами. Обращаться в правоохранительные органы имеет смысл только коллективно, одиночные жалобы они отправляют в ""Роспотребнадзор"" (территориальный), а там особо никто разбираться не намерен. У меня весь процесс занял два с небольшим месяца, моя почта: stop-rabbit@yandex.ru.Николай.					 
				
",0
"

Эх как же жаль что это все я не прочёл раньше) Все отзывы негативные это правда Михаил это лжец и обманщик Так же приобрёл у него лендинг с кучей обещаний и гарантий А по итогу все бред сивой кобылы На данный момент собираю все информацию о нем Уже написал жалобу в авито яндекс Готовлю сейчас заявление в органы правоохранительные по факту мошенничества в сфере информационных технологий Чего и вам советую сделать Пора закрыть эту шарашкину контору которая обманывает людей На мои вопросы и претензии Михаил просто уходил от ответа Мол вы не правильно все сделали не ведёте как нужно компанию и так далее Как я должен ее вести если вы все сами настроили Рекламные компании это вообще бред Продаю очки виар бокс а в рекламе такой мусор как игры для очков, как сделать очки и так далееВсем кто обжогся советую писать заявление и прикладывать переписку Это мошенничество!!!Он обманным путём заполучает деньги Жалуйтесь в яндекс кассу В авито и самое главное пишите заявление в прокуратуру и полицию Поверьте это сработает Вернём хоть свои деньги не большие но наши и плюс закроем этот сайт и создадим Михаилу проблемы как он создал их нам Ненавижу врунов Не оставайтесь равнодушными Заявление можно подать в прокуратуру через онлайн это не тяжело, не поленитесь Сегодня нас обманули завтра других Остановим этот развод вместе Всем добра и мира					 
				
",0
"

Контора воров и мошенников. Я инвалид-колясочник. Но даже это не остановило их от обмана и воровства. У меня сломался компьютер, вышел из строя жёсткий диск. Вызвал мастера из этого RABBIT. По телефону озвучили невысокие цены. ""Мастер"" приехавший представился Георгием. Пользуясь моим беспомощным положением и невозможностью проконтролировать процесс ремонта установил под видом нового HDD 2008 г. выпуска с 34% bad block. На него установил ОС Win7. При этом не установил драйверы мат. платы. Зачем-то отключил все внутр. провода от передней панели (USB и аудио). Провёл ""профилактику"" кулера на CPU, после чего этот кулер отпал через 2 дня.После такого ""ремонта"" комп проработал до первой перезагрузки. За свою работу взял с меня 8000 руб. Теперь я остался без денег и компьютера. Звонки с просьбами приехать и починить по гарантии ничего не дают. А этот компьютер  был для меня основной возможностью выйти хоть виртуально из квартиры. Я не мог себе представить что ко мне будет такое отношение. Пусть высшие силы покарают этих воров и вредителей!					 
				
",0
"

20 декабря обратился в компанию (без названия) с сайта http://neon-help.ru/по поводу ремонта плоттера HP. Оперативно отреагировали и через два часа был мастер. Мастер вежлив и обходителен. Взял 3500 аванса на новую головку для плоттера и забрал старые для промывки. приехал на следующий день и сидел за ремонтом часа 4. Я его не беспокоил вопросами и не отвлекал от работы. В конце рабочего дня распечатал пробную страницу и сдал работу. На следующий день принтер не использовали и не использовали его до 12 января 2017 года. 12 января решили напечатать этикетки на самоклейке и тут сюрприз...принтер распечатал три страницы и дальше начал проспукать буквы, потом начал печатать через одну, две буквы черным  и синим цветом. в конце черные буквы стали печататься синими и потом очень бледно синими. Позвонив по телефону  8 (499) 394-48-40 в ""компанию"" узнал, что мастер  который был у меня пропал вместе с деньгами и на работу больше не выходил. запросили скан  квитанции...отослал скан..мне позвонил специалист, якобы, технического отдела и сказал, что гарантию которую поставил мастер в квитанции е имеет юридической силы...ан мою просьбу написать письменный отказ он сказал, что мне больше с вами разговаривать не очем и положил трубку. Позвонив оператору я получил ответ, что подавайте в суд на владельца компании. Владелец ИП с местом проживания в Северной Осетии Апостолиди К. М. ОГРНИП 316151300070159.Не рекомендую обращаться к данным людям-это МОШЕННИКИ!!!!. Хочу написать заявление полицию на данную компанию.http://neon-help.ru/http://basefhp.ru/pchelp2017@yandex.ruтелефон 8 (499) 394-48-40					 
				
",0
